FIPS,Accommodation and food services,Administrative and support and waste management and remediation services,"Agriculture, forestry, fishing and hunting","Arts, entertainment, and recreation",Construction,Educational services,Finance and insurance,Health care and social assistance,Industries not classified,Information,Management of companies and enterprises,"Mining, quarrying, and oil and gas extraction",Other services (except public administration),"Professional, scientific, and technical services",Real estate and rental and leasing,Utilities,Wholesale trade
20105,,0.05295315682281059,,0.0,0.09775967413441955,,0.09572301425661914,0.0,,,,,0.06720977596741344,0.024439918533604887,,,0.15071283095723015
20107,0.02996845425867508,0.03391167192429022,,,0.09858044164037855,,0.05993690851735016,0.05441640378548896,,0.02444794952681388,,0.04574132492113565,0.06309148264984227,0.02050473186119874,0.005520504731861199,0.0,0.027602523659305992
20109,0.10526315789473684,,0.0,0.024930747922437674,0.08725761772853186,,0.06786703601108034,0.0,,,,,0.08448753462603878,0.030470914127423823,,,0.1371191135734072
20111,0.13335046248715313,0.03323055841041452,,0.011990407673860911,0.026807125727989038,0.004796163069544364,0.02997601918465228,0.17257622473449813,,0.01858513189448441,0.0035971223021582736,0.0012846865364850976,0.03340184994861254,0.02132579650565262,0.01473107228502912,0.005823912298732443,0.039568345323741004
20113,0.0775665957290673,0.014383209804065458,,0.017538709914141044,0.05503779261759742,0.06281646730755118,0.0439568503705878,0.1676818081749468,0.00029353489396051957,0.008659279371835327,0.00704483745505247,0.0063110002201511705,0.042635943347765465,0.01827254714904234,0.003962721068467014,,0.023849710134292212
20115,0.08226620100892511,0.009313154831199068,,,0.04695382227396197,,0.033760186263096625,0.22623205277454406,,,0.0034924330616996507,0.0,0.0989522700814901,0.03181994567326348,0.006984866123399301,,0.04578967792006209
20117,0.052378664103796255,0.04396924555502162,,0.010331571359923113,0.04565112926477655,0.006967803940413263,0.04637193656895723,0.12710235463719366,,0.028351753964440174,,,0.033877943296492075,0.024987986544930323,0.0004805382027871216,0.0076886112445939455,0.05045651129264776
20119,0.04859611231101512,0.0032397408207343412,,,0.11771058315334773,,0.07235421166306695,0.0,,0.0,,0.026997840172786176,0.058315334773218146,0.024838012958963283,,,0.10691144708423327
20121,0.10413272107835876,0.027995852466301287,0.0,0.007850688786846393,0.0974670419197156,0.0047400385128129165,0.033920900607317436,0.30691749370463633,,0.004591912309287513,0.0005925048141016146,0.008739446007998815,0.061620500666567914,0.049918530588061026,0.02147829951118353,,0.009035698415049623
20123,0.07064107799101674,0.010208248264597795,,0.022458146182115148,0.06778276847692936,,0.06533278889342589,0.22988975091874234,,0.030624744793793384,,,0.05920783993466721,0.023683135973866884,0.016333197223356473,,0.08084932625561454
20125,0.0840532902704885,0.040290674202664516,,0.0031489705288655634,0.04521598708114655,,0.026645135244247074,0.23625353249899073,,0.00823576907549455,0.0,0.004198627371820751,0.027694792087202262,0.020185708518368994,0.004602341542188131,,0.02567622123536536
20127,0.11213389121338913,0.011715481171548118,,0.011715481171548118,0.0401673640167364,,0.04686192468619247,0.23514644351464434,,0.0,,,0.04602510460251046,0.042677824267782424,,,0.03598326359832636
20129,0.06422018348623854,,,,0.012232415902140673,,0.06574923547400612,0.0,,0.17889908256880735,,0.05198776758409786,0.03363914373088685,0.019877675840978593,,,0.10397553516819572
20131,0.04441483455474128,0.06306906506773262,,,0.053075727292915834,0.04197201865423051,0.04086164779036198,0.1905396402398401,,0.006884299355984899,0.0,,0.03264490339773484,0.023317788141239172,,,0.06040417499444815
20133,0.08157038242473556,0.02176566314076485,,0.005085435313262815,0.04800650935720097,,0.04271765663140765,0.2243694060211554,,0.014442636289666395,0.0018307567127746134,0.05838079739625712,0.043938161106590726,0.024613506916192025,0.008136696501220505,,0.06204231082180635
20135,0.01864035087719298,,,,0.023026315789473683,,0.06140350877192982,0.2807017543859649,,,,0.17543859649122806,0.07785087719298246,0.029605263157894735,,,0.1206140350877193
20137,0.11705120990433314,0.005064715813168261,,0.005064715813168261,0.04220596510973551,,0.057400112549240295,0.26730444569499157,,0.04108047270680923,,0.0,0.030951041080472707,0.017445132245357344,,,0.05458638154192459
20139,0.08890290037831021,0.018915510718789406,,0.012610340479192938,0.06305170239596469,,0.06557377049180328,0.2969735182849937,,,,,0.06116015132408575,0.03783102143757881,0.010718789407313998,,0.0416141235813367
20141,0.033170731707317075,0.033170731707317075,,,0.015609756097560976,,0.04390243902439024,0.2634146341463415,,0.0,,0.024390243902439025,0.0575609756097561,0.02926829268292683,,,0.13365853658536586
20143,0.0783625730994152,0.017543859649122806,0.0,,0.0304093567251462,,0.08070175438596491,0.3157894736842105,,,,,0.06666666666666667,0.03742690058479532,0.014035087719298246,,0.1672514619883041
20145,0.08505154639175258,0.0,,,0.03350515463917526,,0.027835051546391754,0.5654639175257732,,,,,0.031443298969072164,0.04329896907216495,0.0,,0.030927835051546393
20147,0.07768800497203232,0.06587942821628341,,0.0037290242386575512,0.04785581106277191,,0.06774394033561218,0.18210068365444376,,0.016159105034182723,,0.011187072715972654,0.06339341205717837,0.05655686761963953,,,0.041640770665009326
20149,0.06133220732608466,0.0658714240472923,0.0,0.00812836482634857,0.0772722474400929,0.006967169851155917,0.028502058482001477,0.1769238889475351,,0.024068404940356804,,,0.044864351314261586,0.02037369365565291,0.008656180724163411,0.0,0.07473873113058166
20151,0.1427710843373494,0.00963855421686747,0.0033132530120481927,0.010843373493975903,0.0605421686746988,,0.046686746987951805,0.19819277108433736,,0.011746987951807229,0.018373493975903616,0.06265060240963856,0.04909638554216868,0.033734939759036145,0.008734939759036145,,0.08493975903614458
20153,0.0529500756429652,0.0045385779122541605,,,0.07564296520423601,,0.05446293494704992,0.27382753403933435,,0.02118003025718608,,,0.05143721633888049,0.025718608169440244,,,0.18305597579425115
20155,0.11599124257182432,0.0583083865779009,0.000536169071980698,0.022027612707207007,0.03748715428265046,0.007863813055716902,0.039721192082570037,0.1896251284571735,,0.02251910102318931,0.016889325767391983,0.0011170188999597873,0.043563737098431705,0.028238237790983424,0.010410616147625219,0.00478084089182789,0.04843393950225638
20157,0.08032128514056225,0.00642570281124498,,0.02248995983935743,0.010441767068273093,,0.0570281124497992,0.25220883534136546,,0.008032128514056224,,,0.06104417670682731,0.030522088353413655,0.0,,0.11887550200803212
20159,0.09867938371239912,0.005135730007336757,,0.004768892149669846,0.02971386647101981,,0.04402054292002935,0.1272927366104182,,0.014673514306676448,0.04952311078503301,0.05282465150403522,0.04842259721203228,0.05392516507703595,0.004768892149669846,,0.036683785766691124
20161,0.21378427094203586,0.03144862916231857,,0.012854567877810454,0.062090883217911015,0.02177212788160516,0.0414571672516839,0.1691490370932549,,0.036429181292097525,0.00877525851437245,0.0,0.05440660278910919,0.05673086044967271,0.028697467033488282,,0.015321127027796224
20163,0.04602510460251046,0.00697350069735007,0.024407252440725245,0.007670850767085077,0.05369595536959554,,0.08298465829846582,0.20223152022315202,,0.012552301255230125,,0.043933054393305436,0.060669456066945605,0.03138075313807531,0.005578800557880056,0.0,0.12133891213389121
20165,0.027358490566037737,0.0,,,0.031132075471698113,,0.038679245283018866,0.15188679245283018,,0.0,,,0.026415094339622643,0.052830188679245285,,,0.19339622641509435
20167,0.12210648148148148,0.03356481481481482,,0.004629629629629629,0.04918981481481482,,0.037037037037037035,0.2025462962962963,,0.03125,,0.09837962962962964,0.041087962962962965,0.028356481481481483,0.005208333333333333,,0.08217592592592593
20169,0.10645288004856622,0.08099132235831875,,0.01839088669071171,0.042852551512337966,0.018926543584615933,0.03160375674034925,0.17444559511480912,,0.013248580509231153,0.013998500160697069,,0.03899582187622755,0.040638503017533835,0.007606327893439988,0.0,0.049173302860407817
20171,0.11725955204216074,0.021080368906455864,0.012516469038208168,0.00461133069828722,0.04413702239789196,,0.06455862977602109,0.31620553359683795,,,,,0.055994729907773384,0.034255599472990776,,,0.08695652173913043
20173,0.1077052086410956,0.057508820104624686,5.2138549505552756e-05,0.01784441856827543,0.06301812683571142,0.017375171622725456,0.029871043987556266,0.15706738038547768,4.34487912546273e-05,0.022067641078225203,0.029440900954135457,0.0028328611898017,0.04081144962547142,0.047954430907732146,0.014568379707676533,0.003436799388241019,0.040759311075965865
20175,0.10612435717625059,0.02793361383824217,,0.00584385226741468,0.025479195885928004,,0.021388499298737727,0.1275128564749883,,0.005960729312762973,0.0,0.030972417017297804,0.0292192613370734,0.012739597942964002,0.006661991584852735,0.0070126227208976155,0.034011220196353435
20177,0.09150124069478908,0.06354683622828784,0.0004264888337468983,0.014952956989247312,0.057459677419354836,0.010804383788254756,0.07647074028122415,0.2135158188585608,,0.016826923076923076,0.02396091811414392,5.1695616211745244e-05,0.056425765095119935,0.05621898263027295,0.011864143920595533,0.015508684863523574,0.03666511579818031
20179,0.04264705882352941,,,0.008823529411764706,0.08529411764705883,,0.08823529411764706,0.0,,0.0058823529411764705,,,0.052941176470588235,0.03529411764705882,,,0.19117647058823528
20181,0.16834303864478561,0.014822657490735839,,,0.028057173107464268,,0.04923239809422975,0.20487030174695606,,0.026469031233456855,,,0.0555849655902594,0.030174695606140816,0.0031762837480148226,,0.1296982530439386
20183,0.08244994110718493,0.0,,,0.028268551236749116,,0.0706713780918728,0.2862190812720848,,0.0,,,0.07302709069493522,0.020023557126030624,0.0035335689045936395,,0.160188457008245
20185,0.07413249211356467,0.02050473186119874,0.03627760252365931,,0.0473186119873817,,0.10252365930599369,0.3186119873817035,,,,0.02996845425867508,0.055205047318611984,0.031545741324921134,,,0.050473186119873815
20187,0.0690978886756238,,,,0.019193857965451054,,0.09404990403071017,0.0,,,,,0.07485604606525911,0.03838771593090211,,,0.19193857965451055
20189,0.10853355426677713,0.0,0.0,0.007456503728251864,0.08450704225352113,,0.06213753106876554,0.0,,,,0.037282518641259324,0.0463960231980116,0.01988400994200497,,,0.09527754763877382
20191,0.10293443374598808,0.0029802842732691427,0.0020632737276478678,0.0016047684548372307,0.024300779458963778,0.0,0.05295735900962861,0.23314993122420907,,0.022925263640531865,,0.006189821182943604,0.062356717102246675,0.019486474094452085,0.010087116001834021,,0.04332874828060523
20193,0.1708542713567839,0.017587939698492462,,,0.048815506101938265,,0.04379038047379756,0.14321608040201006,,0.02763819095477387,,0.0,0.054917444364680545,0.0208183776022972,0.0104091888011486,,0.12706389088298636
20195,0.0919674039580908,,,,0.02910360884749709,,0.04423748544819558,0.0,,0.01979045401629802,,0.0,0.048894062863795114,0.012805587892898719,0.0,,0.08963911525029103
20197,0.048625792811839326,0.09936575052854123,,0.003171247357293869,0.11945031712473574,,0.05391120507399577,0.12367864693446089,,,,0.0,0.06976744186046512,0.0,0.005285412262156448,,0.03805496828752643
20199,,,,,0.0327455919395466,,0.030226700251889168,0.1561712846347607,,,,,0.0654911838790932,0.0,,,0.0
20201,0.09837177747625508,0.011533242876526458,,,0.056309362279511534,,0.04816824966078698,0.24219810040705564,,,,,0.0807327001356852,0.054274084124830396,0.004070556309362279,,0.07869742198100407
20203,0.026785714285714284,0.017857142857142856,,,0.029017857142857144,,0.049107142857142856,0.0,,,,,0.06696428571428571,0.011160714285714286,,0.017857142857142856,0.17857142857142858
20205,0.03741007194244604,0.004028776978417266,0.0034532374100719426,,0.2823021582733813,,0.02618705035971223,0.20776978417266187,,,,0.013237410071942447,0.024172661870503598,0.009784172661870504,0.002302158273381295,,0.013237410071942447
20207,0.15,,,,0.013636363636363636,,0.0,0.0,,,,0.11818181818181818,0.04318181818181818,0.02727272727272727,,,0.19318181818181818
20209,0.08769955993562813,0.06931369896178988,,0.0093851916202629,0.06400159505532849,0.004813649116310865,0.016007519546548558,0.19059487018813107,7.12078271643619e-05,0.008231624820200236,0.014554879872395574,,0.03517666661919478,0.02260136434196847,0.01011151145733939,,0.09769713886950454
21001,0.08154402895054283,0.04873341375150784,,0.0,0.048009650180940895,,0.0451145958986731,0.12231604342581423,,0.010856453558504222,,0.004101326899879373,0.020024125452352232,0.012303980699638117,0.0019300361881785283,,0.023401688781664657
21003,0.1313655530327603,0.03178722024002595,,0.0,0.026921829386960753,,0.043139798897178075,0.1216347713266299,,0.008433344145313007,,,0.024002594875121634,0.021407719753486862,0.02270515731430425,,0.06973726889393447
21005,0.12523215707084107,0.009020960466967366,,,0.04908463783496949,0.010082249933669409,0.031308039267710266,0.09976120986999204,,0.023613690634120457,,,0.05598301936853277,0.028920137967630672,0.014062085433802069,,0.015654019633855133
21007,0.04170616113744076,0.07393364928909953,,,0.03601895734597156,,0.029383886255924172,0.11943127962085308,,0.0,,,0.027488151658767772,0.11090047393364928,0.008530805687203791,0.0,0.05781990521327014
21009,0.12737629992713784,0.07796250910776975,0.0,0.009074650592833014,0.03477512088494403,0.003311916274756574,0.023448367225276545,0.15698483142346162,,0.015963436444326688,0.0,0.0005299066039610519,0.024309465456713253,0.027488905080479565,0.005497781016095913,0.0,0.042458766642379284
21011,0.08241758241758242,,,,0.10508241758241758,,0.03914835164835165,0.14148351648351648,,0.02403846153846154,,,0.01510989010989011,0.017170329670329672,0.01098901098901099,,0.008241758241758242
21013,0.16081786542923435,0.008120649651972157,0.002465197215777262,0.0013051044083526682,0.016676334106728537,,0.03610788863109049,0.1898201856148492,,0.008410672853828306,0.003045243619489559,0.04553364269141531,0.02624709976798144,0.018851508120649653,0.01740139211136891,0.0,0.05321925754060325
21015,0.0866501289693559,0.07632023893270144,,0.013662112629123625,0.03256939045009688,0.02769447221296605,0.047724832463252986,0.05859775136682834,3.702469547187974e-05,0.013760845150381971,0.013279524109247536,0.0,0.03224850975600726,0.022819553975835214,0.009169782911868884,0.0,0.10092931985634418
21017,0.07403294466037387,0.016472330186933185,0.007033129742735517,0.024801036461225244,0.10660744031093837,0.0,0.040347954839903756,0.14121784193966316,,0.004627059041273367,,,0.03146400148065889,0.059596520451600965,0.004812141402924301,0.0,0.0
21019,0.14123575611749217,0.03818041494529441,,0.009170563399464295,0.040631951695646255,0.0006809824306532892,0.027284696054841785,0.28860035411086393,4.539882871021928e-05,0.014073636900167975,0.010895718890452627,0.002633132065192718,0.04635220411313388,0.03427611567621555,0.01189449312207745,0.0,0.03958777863531121
21021,0.1033830778580593,0.044972651765818085,,0.010736714160307921,0.018569788642042003,0.0,0.022959011411979202,0.18637315146194883,,0.16422445809980418,,,0.03011682085218448,0.025997704098858803,0.00918360456479168,0.007562968465122561,0.01255992977243568
21023,0.06748466257668712,0.007157464212678937,,,0.05930470347648262,,0.02965235173824131,0.15644171779141106,,,,,0.04703476482617587,0.013292433537832311,,,0.050102249488752554
21025,0.06434231378763867,0.0,,,0.010776545166402536,0.03169572107765452,0.03518225039619651,0.2637083993660856,,0.008240887480190175,0.0,,0.014896988906497623,0.012361331220285262,0.005071315372424723,,0.0
21027,0.0798841059602649,0.0033112582781456954,,0.0037251655629139072,0.1076158940397351,,0.06995033112582781,0.20612582781456953,,0.008278145695364239,,,0.06788079470198675,0.02566225165562914,0.0173841059602649,0.015728476821192054,0.04014900662251655
21029,0.10111127009109554,0.07216101492822054,,0.005627891448466638,0.06600848953116803,0.002813945724233319,0.01421281060714456,0.06753469738159966,,0.0014785138551056422,,,0.07034864310583297,0.013354318691276769,0.008775695139981877,,0.05899747221824772
21031,0.08368869936034115,0.022388059701492536,,,0.04637526652452026,,0.03997867803837953,0.17004264392324095,,0.0042643923240938165,,,0.05383795309168443,0.015458422174840085,0.007995735607675906,,0.019189765458422176
21033,0.1097136740701097,0.10088306127910088,0.0037463205780037465,0.004816697886004816,0.023013112122023012,,0.032914102221032915,0.1404870216751405,,0.012041744715012041,,0.010703773080010704,0.04013914905004014,0.01337971635001338,0.0034787262510034785,,0.01552047096601552
21035,0.13054081193515996,0.01635346435231674,0.00043035432506096684,0.002223497346148329,0.05013627886960264,0.0027255773920527903,0.03277865442547698,0.1288911203557596,,0.017859704490030125,0.0,,0.03622148902596471,0.02431501936594463,0.01922249318605652,,0.02288050494907474
21037,0.19818345470910728,0.03952213403158498,,0.04013583176499468,0.06488830701251944,0.008755420996645119,0.020702070207020702,0.14417805416905327,,0.014033221503968579,0.02663448162998118,,0.0551918828246461,0.04492267408559038,0.02675722117666312,,0.03592177399558138
21039,0.06505295007564296,0.22239031770045387,,,0.06202723146747353,,0.10287443267776097,0.12556732223903178,,,,,0.059001512859304085,0.01664145234493192,0.009077155824508321,,0.028744326777609682
21041,0.08710621449474952,0.053709760716130144,,,0.012566706834222757,,0.013083146841108624,0.06799793423997245,,0.0,,,0.01996901359958685,0.015837493544499915,0.004647960061972801,0.0,0.03046996040626614
21043,0.14799672935404742,0.0169664758789861,0.0024529844644317253,0.0026573998364677024,0.03188879803761243,0.0,0.03536385936222404,0.12285363859362224,,0.07011447260834015,,0.016148814390842193,0.028822567457072772,0.02391659852820932,0.007358953393295176,,0.05478331970564186
21045,0.06307603686635944,0.0025921658986175116,0.0,,0.014112903225806451,,0.025057603686635944,0.16071428571428573,,0.0037442396313364054,,,0.038306451612903226,0.0,0.002304147465437788,,0.0244815668202765
21047,0.10265089722675368,0.05905383360522023,,0.00599510603588907,0.016517128874388255,0.010725938009787928,0.026101141924959218,0.14286296900489395,0.0001631321370309951,0.009053833605220229,0.008360522022838499,,0.036419249592169654,0.041476345840130505,0.01366231647634584,,0.03478792822185971
21049,0.11939655172413793,0.1132183908045977,,0.0010057471264367816,0.03706896551724138,0.000646551724137931,0.020905172413793104,0.12406609195402299,,0.008261494252873564,0.0034482758620689655,0.0,0.039655172413793106,0.08110632183908045,0.007686781609195403,0.03556034482758621,0.05732758620689655
21051,0.12485854394568087,0.008298755186721992,,,0.028668427008675973,,0.027536778574122973,0.3304413428894757,,0.012070916635231988,,0.004149377593360996,0.021124104111655977,0.028668427008675973,0.004903809883062995,,
21053,0.07398648648648648,0.008108108108108109,,0.006756756756756757,0.031081081081081083,,0.025675675675675677,0.1662162162162162,,,,0.006418918918918919,0.009121621621621622,0.007094594594594595,0.011486486486486487,,0.021283783783783785
21055,0.1468568409931326,0.0,,0.006339144215530904,0.022187004754358162,,0.028526148969889066,0.2039091389329107,,0.007395668251452721,,0.0,0.04173269941891178,0.01584786053882726,0.010565240359218173,,0.06603275224511358
21057,0.07866184448462929,,,,0.0,,0.056962025316455694,0.32730560578661844,,,,,0.02531645569620253,0.017179023508137433,0.0054249547920434,,0.018083182640144666
21059,0.1051804232555957,0.06642109708601192,4.6924123691990054e-05,0.01344376143775515,0.056191638121158086,0.02996105297733565,0.07737787996809159,0.21066585331518933,,0.00783632865656234,0.007953638965792313,0.0024869785556754726,0.042583642250480974,0.021068931537703534,0.013091830510065225,0.0040823987612031345,0.03404345173853878
21061,0.2,,,,0.12643678160919541,,0.07241379310344828,0.2574712643678161,,,,,0.03218390804597701,0.01839080459770115,,,
21063,0.15977961432506887,,,,0.06887052341597796,,0.03305785123966942,0.4793388429752066,,,,,0.01928374655647383,,,,
21065,0.15976714100905562,0.0,,,0.02199223803363519,,0.045278137128072445,0.2645536869340233,,0.02652005174644243,,,0.04592496765847348,0.029754204398447608,0.009702457956015523,,0.05109961190168176
21067,0.12917597418714322,0.06804417969719534,0.001327872921320427,0.019688508314718293,0.06484859766691486,0.01546289401836684,0.03306651774633904,0.20582030280466618,9.928021841648051e-05,0.028325887316952097,0.02507446016381236,0.0009183420203524448,0.04792752544055597,0.069421692727724,0.013694465127823281,0.0035430627947381486,0.04490568379250434
21069,0.07497741644083107,,,0.0018066847335140017,0.058265582655826556,,0.05013550135501355,0.23306233062330622,,0.0,,,0.03477868112014453,0.018066847335140017,0.0040650406504065045,0.0,0.032520325203252036
21071,0.10098581389757152,0.09473431113248378,,0.0045684058667949026,0.03859100745371483,0.0020437605193556144,0.024525126232267373,0.25006011060351047,0.0015628756912719403,0.042678528492426065,0.0,0.06083193075258476,0.035224813657129116,0.020918490021639816,0.018033181053137774,0.0,0.042798749699446983
21073,0.140125467487031,0.06267342260827603,,0.013692845940402943,0.03528773072747014,0.019845578477500302,0.053203040173724216,0.13976354204367233,0.0,0.023766437447219207,0.0019302690312462299,,0.06387984075280492,0.0635782362166727,0.010857763300760043,0.0025937990107371216,0.03160815538665702
21075,0.12903225806451613,,,,0.0,,0.04838709677419355,0.20362903225806453,,0.015456989247311828,,,0.038306451612903226,0.013440860215053764,0.003360215053763441,,0.04032258064516129
21077,0.15206812652068127,0.040145985401459854,,,0.05474452554744526,,0.031630170316301706,0.2384428223844282,,,,,0.09245742092457421,0.023114355231143552,0.0170316301703163,,
21079,0.07786052809749493,0.05822613405551794,,,0.17535545023696683,,0.037914691943127965,0.1929587000677048,,0.023696682464454975,,,0.06093432633716994,0.024373730534867976,0.004739336492890996,,0.01828029790115098
21081,0.19820282413350448,0.027471116816431322,,0.0043645699614890884,0.019255455712451863,,0.018741976893453145,0.1319640564826701,,0.005648267008985879,,,0.03953786906290115,0.018228498074454428,0.008215661103979461,,0.04826700898587933
21083,0.1017716931749547,0.01932756190859674,0.0012079726192872962,0.007147171330783169,0.03201127441111335,0.0017112945439903362,0.03452788403462855,0.14878196094221866,0.0006039863096436481,0.0042279041675055366,,,0.04006442520636199,0.07318300785182202,0.009361787799476546,0.0,0.06804912421985101
21085,0.09775031685678073,0.0638466413181242,,0.0014258555133079848,0.0556083650190114,0.001108998732572877,0.031527249683143216,0.16017110266159695,,0.005069708491761723,,,0.025982256020278833,0.008871989860583017,0.034695817490494295,,0.055925221799746516
21087,0.12388663967611337,0.0024291497975708503,,,0.02186234817813765,,0.038866396761133605,0.44291497975708505,,0.008906882591093117,,,0.05748987854251012,0.022672064777327937,0.0,,0.03076923076923077
21089,0.1568508399109492,0.08561020036429873,,0.010524185387573366,0.051406597854685286,0.004250151791135397,0.04310868245294475,0.20947176684881602,,0.004250151791135397,0.0,,0.044930176077717064,0.027524792552114957,0.007285974499089253,,0.0
21091,0.02889294403892944,0.011253041362530414,,,0.024939172749391728,0.0,0.023114355231143552,0.041666666666666664,,,,,0.030109489051094892,0.013686131386861315,0.003953771289537713,,
21093,0.12637347948135277,0.07089961235128993,,0.008207458895869536,0.027830503943323086,0.004892394064964577,0.03397941451677583,0.20264670498596443,5.346878759524128e-05,0.025665018045715814,0.0142494318941318,0.001711001203047721,0.03603796283919262,0.02841866060687074,0.01547921400882235,0.0039299558882502335,0.019943857773024997
21095,0.137669119392357,0.02658438167576549,,0.003323047709470686,0.01756468075005934,0.012342748635176834,0.028957987182530263,0.2985995727510088,,0.010443864229765013,,0.12722525516259198,0.029432708283883217,0.03346783764538334,0.008544979824353193,0.0,0.029195347733206742
21097,0.10424528301886793,0.021933962264150942,,0.002830188679245283,0.05495283018867925,,0.01910377358490566,0.25306603773584907,,0.005188679245283019,,,0.03537735849056604,0.013915094339622642,0.007311320754716981,,0.010141509433962264
21099,0.07062780269058296,0.002017937219730942,,0.008071748878923767,0.023542600896860985,,0.013452914798206279,0.08811659192825112,,0.010762331838565023,,,0.02376681614349776,0.011659192825112108,0.002466367713004484,,0.006278026905829596
21101,0.09010513296227582,0.03085961657390229,,0.013790970933828077,0.04904143475572047,0.002968460111317254,0.02585034013605442,0.14570191713048855,,0.01341991341991342,0.0021026592455163882,0.000494743351886209,0.04854669140383426,0.02714904143475572,0.012554112554112554,0.0,0.029251700680272108
21103,0.15126050420168066,0.03413865546218487,,0.007878151260504201,0.04936974789915966,,0.0467436974789916,0.11974789915966387,,,,,0.05304621848739496,0.026260504201680673,0.0015756302521008404,,0.0934873949579832
21105,,0.01273148148148148,,,0.052083333333333336,,0.05439814814814815,0.18518518518518517,,,,,0.028935185185185185,0.0,,,0.06944444444444445
21107,0.09236135333100802,0.03153121730031392,,0.00781304499476805,0.041646320195326124,0.005231949773282177,0.030554586675967912,0.2297872340425532,,0.010882455528426926,0.0032089291942797348,0.0,0.05762120683641437,0.02636902685734217,0.00781304499476805,0.0,0.0312521799790722
21109,0.055944055944055944,,,,0.039627039627039624,,0.054778554778554776,0.28088578088578087,,0.07109557109557109,,,0.015151515151515152,0.0,0.006993006993006993,,
21111,0.10346629871215922,0.058754250989574625,4.878184757763283e-05,0.013061920425191876,0.04178281392280389,0.01993319209826987,0.07183010908550297,0.15141188604560407,6.271951831409934e-05,0.02180316292207913,0.052396350188623146,0.0,0.04638224526583784,0.055655442195833564,0.013273308431361618,0.0,0.04559941275947297
21113,0.11020804270030933,0.054224540547097716,0.001637653909140535,0.00861284648510948,0.07933523382058591,0.09983623460908594,0.01431430824285801,0.0843088493964942,,0.014253654394371323,0.04955419421362285,0.0,0.05010007885000303,0.0529508097288773,0.009340692666949719,,0.0587735791835992
21115,0.15109239273493025,0.011581995261911029,,,0.06396420110555409,,0.03211371413529876,0.16820215846275335,0.0010529086601737299,0.034482758620689655,,0.008160042116346407,0.040800210581732034,0.03474598578573309,0.013687812582258489,0.016320084232692815,0.023427217688865493
21117,0.12416972866026003,0.04322710570944036,,0.013001695873374788,0.05425028264556246,0.017135387224420578,0.0964527981910684,0.19368287167891465,,0.012206755228942906,0.0250847936687394,,0.04962196156020351,0.05108818541548898,0.015015545505935557,0.0,0.05082320520067835
21119,0.060753341433778855,0.009113001215066828,,,0.060753341433778855,0.0,0.030376670716889428,0.2187120291616039,,0.0,,0.106318347509113,0.037059538274605106,0.03523693803159174,0.0,,
21121,0.12263234579893152,0.03071879553181156,,0.004249635745507528,0.012870325400679943,,0.021005342399222925,0.12323943661971831,,0.014934434191355027,,0.007892180670228266,0.012748907236522583,0.26554152501214184,0.007770762506070908,,0.012263234579893152
21123,0.06345957011258956,0.009211873080859774,,0.0035823950870010235,0.08546571136131013,,0.11258955987717502,0.18730808597748208,,,,,0.07267144319344933,0.021494370522006142,,,0.007164790174002047
21125,0.10925428283506886,0.0938024857238831,0.0011756802149815251,0.0026032919046019482,0.02779643936849177,0.0016795431642593216,0.039385287201881086,0.10362781323480014,,0.048874706079946255,0.001973463218004703,0.0118827678871347,0.021918038293584144,0.12012932482364796,0.009615384615384616,0.0,0.03623614376889486
21127,0.136986301369863,0.010702054794520547,,,0.04323630136986301,,0.02696917808219178,0.2786815068493151,,,,0.0017123287671232876,0.040667808219178085,0.02910958904109589,0.010273972602739725,,0.07705479452054795
21129,0.050149700598802395,,,,0.03143712574850299,,0.011976047904191617,0.5808383233532934,,0.036676646706586824,,,0.0187125748502994,0.011976047904191617,0.004491017964071856,,0.008982035928143712
21131,0.06701030927835051,0.012027491408934709,0.009450171821305841,,0.002577319587628866,,0.061855670103092786,0.25945017182130586,,0.01718213058419244,,0.05756013745704467,0.023195876288659795,0.03006872852233677,,,
21133,0.1236923076923077,0.0,,0.0,0.010153846153846154,,0.033846153846153845,0.29323076923076924,,0.009230769230769232,,0.09230769230769231,0.022153846153846152,0.027384615384615386,0.009538461538461539,,0.048
21135,0.05388760585065435,,,,0.08545034642032333,,0.05850654349499615,0.19630484988452657,,,,,0.01924557351809084,0.011547344110854504,,,0.004618937644341801
21137,0.13439813011297233,0.01675107128944293,,0.0062329567588624854,0.07674328009349435,,0.04285157771717959,0.22672380210362292,,0.006622516556291391,,,0.051421893260615505,0.03856641994546163,0.0019477989871445266,,0.01597195169458512
21139,0.15395894428152493,0.012218963831867057,,0.054252199413489736,0.0855327468230694,,0.013685239491691105,0.16324535679374388,,,,0.18035190615835778,0.01857282502443793,0.015640273704789834,,,0.029814271749755622
21141,0.07820343461030384,0.018494055482166448,,0.0019815059445178335,0.046235138705416116,0.005548216644649934,0.027344782034346104,0.09656538969616908,,0.008058124174372523,,,0.03381770145310436,0.02298546895640687,0.004227212681638045,0.0010568031704095112,0.028401585204755615
21143,0.25075528700906347,0.035498489425981876,,0.03323262839879154,0.08685800604229607,,0.011329305135951661,0.21450151057401812,,0.0,,,0.04305135951661632,0.023413897280966767,0.004531722054380665,,0.014350453172205438
21145,0.1451735709652858,0.04624799075040185,,0.012097797580440484,0.06370378725924254,0.005188798962240207,0.03429119314176137,0.2021939595612081,,0.021431995713600858,0.004314599137080172,,0.041256591748681654,0.04074899185020163,0.010574997885000423,0.0,0.04779899044020191
