FIPS,Accommodation and food services,Administrative and support and waste management and remediation services,"Agriculture, forestry, fishing and hunting","Arts, entertainment, and recreation",Construction,Educational services,Finance and insurance,Health care and social assistance,Industries not classified,Information,Management of companies and enterprises,"Mining, quarrying, and oil and gas extraction",Other services (except public administration),"Professional, scientific, and technical services",Real estate and rental and leasing,Utilities,Wholesale trade
01071,0.09818832475956162,0.03205845075672855,,0.0006709908297919928,0.02564676060538284,,0.024230224409155298,0.11973458584954895,,0.004398717661969731,0.0020129724893759786,0.0,0.032654887049876985,0.01863863416088869,0.005591590248266607,,0.03310221426973831
01073,0.10081633428540668,0.07855871717088556,0.00040215071468831736,0.016285520674346583,0.054594334424734485,0.022007460370738627,0.06947391086820223,0.17526804770077453,9.182969075560002e-05,0.02786872787379434,0.020972001443942723,0.002184913331771173,0.0609400827100525,0.05144679261055978,0.01855909715581282,0.0,0.05608577526424785
01075,0.04488386691776522,0.007219083490269931,0.020401757689893284,0.003452605147520402,0.023854362837413684,,0.03672316384180791,0.10577526679221594,,0.003452605147520402,,,0.05241682360326428,0.01694915254237288,0.0012554927809165098,,0.008160703075957313
01077,0.17084627329192548,0.01972049689440994,0.004309006211180124,0.014673913043478261,0.057298136645962734,0.014945652173913044,0.03715062111801242,0.19650621118012424,0.0002329192546583851,0.016925465838509318,0.0045031055900621115,,0.055590062111801244,0.026630434782608695,0.015877329192546585,,0.046622670807453415
01079,0.14772727272727273,0.014434889434889435,,0.0018427518427518428,0.06265356265356266,,0.03409090909090909,0.23863636363636365,,0.007063882063882064,,,0.06603194103194103,0.045147420147420146,0.0042997542997543,0.0,0.03746928746928747
01081,0.17603125607097372,0.08338549873723747,0.0017052690655557235,0.011634683877652341,0.05141710017916118,0.00826731711528914,0.023809009864657758,0.1434800440347961,,0.01869320266799059,0.002136982753038185,,0.042459041163900105,0.02914067390506616,0.012994581993222095,0.005202149934163663,0.023528395967794158
01083,0.12909224094213106,0.031103848537781035,,0.0056347551698878685,0.06457429424691497,0.010029864202400405,0.024004057023722318,0.13782611145545726,,0.012565504028849947,0.0036062433087282355,0.0,0.05753085028455514,0.04519073646250071,0.010593339719389193,,0.04468360849721079
01085,0.0,,0.0467436974789916,,0.09611344537815127,,0.012605042016806723,0.06722689075630252,,,,,0.01523109243697479,0.004726890756302521,0.004726890756302521,,
01087,0.07441574415744158,0.05986059860598606,,,0.015580155801558016,,0.007175071750717507,0.3327183271832718,,0.002870028700287003,,,0.017425174251742517,0.006355063550635506,0.006765067650676507,,0.0026650266502665026
01089,0.10587474609458396,0.05083598167611124,0.0001951945540719414,0.009466935872489158,0.033561263640744424,0.020056240430891978,0.023045157040118582,0.15542976350959808,4.879863851798535e-05,0.028333709489505244,0.009235142339528726,,0.04882913766705909,0.23444695892984585,0.010711301154697784,,0.031865510952244436
01091,0.07753669432035737,0.07370772176132738,0.03621569878749202,0.004786215698787492,0.04913848117421825,0.0,0.03446075303126994,0.1896936821952776,,0.006541161455009573,,,0.04116145500957243,0.01372048500319081,0.015156349712827057,0.0,0.014358647096362476
01093,0.09290454313425217,0.05359877488514548,0.009060745278203166,0.0016590096988259315,0.024119448698315466,0.0017866258295048494,0.0537263910158244,0.12085247575293517,,0.006253190403266973,0.0,,0.03190403266972945,0.010209290454313425,0.0019142419601837673,,0.030627871362940276
01095,0.10346591635759049,0.036097966491878755,,0.005179690497506075,0.03405166901138253,0.0015347231103721704,0.026889627829645733,0.13121882593682058,9.592019439826065e-05,0.014068295178411561,0.012565545466172145,,0.031653664151426016,0.021134416165750097,0.01848062412073155,0.0,0.04495459777465149
01097,0.10161652120402045,0.08924943921337683,0.0029643941850231925,0.012208275159303103,0.0782454491917394,0.02345709237925718,0.03829891415829071,0.13861189595505766,5.293561044684272e-05,0.021366135766606894,0.020724291489938925,0.0011447325759129739,0.05633672341805237,0.05957241260661563,0.018613484023371072,0.006570632646714353,0.04917056515381103
01099,0.0750600850434461,0.010537992235163616,0.03826955074875208,,0.029950083194675542,0.0,0.028286189683860232,0.13255684969495285,,0.01238676280273618,,,0.04196709188389721,0.007210205213533,0.00776483638380477,0.010537992235163616,0.031244222591976335
01101,0.11046449701277197,0.08220928994025543,0.00047447057798262856,0.012103841275067055,0.04016538688718252,0.023713845826111375,0.04148228481790981,0.1707416265626059,0.00010651380322059008,0.02014079188171158,0.012103841275067055,0.0003582737017419848,0.050681204186960774,0.06003505272433259,0.015289572298664704,0.0074269170063811455,0.06807200333097711
01103,0.10017103499283501,0.04470022650580132,0.0003004668793047659,0.006356030139139278,0.07613368464845376,0.003929182267831554,0.03212684324874035,0.13273702214209773,,0.009037119216012574,0.008320621273055055,0.0012480931909582581,0.04370637452040863,0.05117182082928859,0.008852216521055794,0.0010169648222622845,0.04537049877501965
01105,0.08560558021559923,0.0,0.008243500317057704,,0.03614457831325301,0.19403931515535827,0.03868103994927077,0.0849714648065948,,,,,0.054533925174381735,0.012682308180088777,0.02092580849714648,,0.031071655041217502
01107,0.061416729464958554,,0.033534287867370005,0.0037678975131876413,0.10474755086661643,,0.05312735493594574,0.20874152223059533,,0.008289374529012811,0.0,,0.044084400904295405,0.039562923888470235,,,0.017709118311981915
01109,0.13416355334163554,0.019676214196762142,0.007056870070568701,0.00680780406807804,0.05188875051888751,0.00630967206309672,0.0315483603154836,0.09090909090909091,,0.015110004151100042,,,0.03179742631797426,0.07521793275217933,0.007638024076380241,,0.047986716479867166
01111,0.09168336673346693,0.0,0.024298597194388778,,0.018787575150300603,0.0,0.041082164328657314,0.15806613226452906,,0.01277555110220441,,,0.04433867735470942,0.011773547094188376,0.006012024048096192,,0.00876753507014028
01113,0.149009009009009,0.023243243243243242,0.0036036036036036037,0.003963963963963964,0.044684684684684686,0.00891891891891892,0.03486486486486486,0.12378378378378378,,0.008648648648648649,0.006396396396396396,,0.054324324324324325,0.01954954954954955,0.013243243243243243,0.005495495495495496,0.012792792792792792
01115,0.12613848348513113,0.07456380994184132,0.0009327334576977943,0.0013716668495555799,0.06704707560627675,0.0014265335235378032,0.027433336991111598,0.11768901569186876,,0.005267200702293427,0.00395040052672007,,0.05135520684736091,0.03538900471853396,0.00702293426972457,0.0031822670909689454,0.0920114122681883
01117,0.10074022944732708,0.09755081639453515,0.0020707383253201314,0.01523301756557338,0.06207454657971152,0.010175179702004093,0.10876136525919931,0.09362355405341077,0.00019041271956966724,0.05951587566049412,0.020255153044223356,0.003760651211500928,0.05263721616603989,0.06704907887846909,0.015387727900223734,0.0,0.06803684486123673
01119,0.11712631937351038,0.056179775280898875,0.013619339462036091,0.003745318352059925,0.0,,0.027919645897173988,0.11065713312904324,,0.005447735784814436,,,0.02553626149131767,0.005107252298263534,0.00749063670411985,,0.05549880830779707
01121,0.07723197988074473,0.06790248651279764,0.0,0.004948687786476291,0.029448748630998257,0.0,0.0213361457023486,0.12874700847767007,0.0,0.008883300206871374,,0.0,0.024986817020240946,0.01513000446193161,0.00685514947470896,0.0,0.02863748833813329
01123,0.09830605253140465,0.06547392462885421,0.0059002664636467455,0.018842786448420253,0.042443852303007235,0.0,0.024933384088313665,0.20822230681385612,,0.014750666159116863,0.007327750285496764,,0.04425199847735059,0.020841263799010277,0.007898743814236771,0.0,0.011134373810430148
01125,0.1310382142362815,0.06716746568016811,0.0022145886024184315,0.006694097366401168,0.05915216488618776,0.009764322474299448,0.021680319102084986,0.1651252626678243,3.774866935940508e-05,0.023265763215179997,0.00790205478590213,0.014445157474865678,0.04005133819032879,0.031633384923181455,0.021894228228454948,0.0,0.027116127489839315
01127,0.11680539313475959,0.011281557405241796,0.007429318291256793,0.006053518607690721,0.029579693196670566,,0.03274403246887253,0.22033431932310654,,0.008461168053931347,,0.028960583339065833,0.05702689688381372,0.03178097269037628,0.013070096993877692,0.0,0.02779115360803467
01129,0.01093210586881473,0.00728807057920982,0.036632144227080936,,0.016302263137706177,,0.009781357882623706,0.05293440736478711,,,,,0.016302263137706177,0.004986574606827772,,0.043153049482163405,0.04411200613732259
01131,0.06154603643525357,,0.04775972427375677,,0.05563761693746923,,0.04086656819300837,0.1358936484490399,,0.025603151157065487,,,0.032003938946331856,0.007877892663712457,0.0,,0.013786312161496799
01133,0.05745739707434776,0.02880410194540793,0.004825818126979339,0.007540340823405218,0.018549238425576837,,0.025787965616045846,0.11280349871814206,,0.009500829437490574,0.0,,0.026089579248982055,0.010707283969235409,0.004976624943447444,,0.04705172673804856
02013,0.013596491228070176,0.0,0.0017543859649122807,,,,,0.0,,,,,0.0008771929824561404,,0.007894736842105263,0.005263157894736842,
02016,0.03269603768356886,0.00886672208367969,0.0016625103906899418,,0.010806317539484621,,,0.02826267664172901,,0.005541701302299806,,,0.013022998060404543,0.0036021058464948737,0.00886672208367969,,0.031033527292878914
02020,0.10717286102104437,0.08906539655208326,0.00011108873907338106,0.01875316776482514,0.06294565677745453,0.012518312284331628,0.03343076741489561,0.19126703649959384,3.471523096043158e-05,0.03147282838872727,0.030257795305112165,0.034194502496025105,0.03672177130994452,0.10120184129585014,0.017350672434023703,0.0045754674405848825,0.040658478500857465
02050,0.013750429700928154,0.022000687521485048,0.0,0.023719491234101067,0.0048126503953248535,0.0,0.012031625988312134,0.0,,0.022688209006531453,,,0.027157098659333103,0.006187693365417669,0.022688209006531453,0.013750429700928154,0.005843932622894466
02060,0.16034985422740525,,,0.0058309037900874635,0.011661807580174927,,,0.0,,,,,0.0058309037900874635,,0.01749271137026239,,0.0
02068,0.258160237388724,0.004451038575667656,,0.017804154302670624,0.03412462908011869,,,0.016320474777448073,,0.005934718100890208,,0.0,0.004451038575667656,0.0,,,
02070,0.03734439834024896,,0.0,0.010788381742738589,0.014107883817427386,,0.008298755186721992,0.5701244813278008,,,,,0.005809128630705394,0.014107883817427386,0.009128630705394191,,
02090,0.11112751430153164,0.042812326997601034,0.0002952574275696623,0.021258534785015687,0.07484775788890939,0.01369256320354309,0.026573168481269605,0.2383465584056099,,0.01937626868425909,0.004059789629082856,0.02756966229931722,0.0473888171249308,0.04694593098357631,0.02771729101310205,0.01236390477947961,0.027901826905333087
02100,0.1233974358974359,0.02564102564102564,0.003205128205128205,0.09935897435897435,0.08814102564102565,0.0,,0.20833333333333334,,0.02403846153846154,,,0.02564102564102564,0.01282051282051282,0.00641025641025641,,
02105,0.14655172413793102,,,0.0,0.03017241379310345,,,0.13793103448275862,,,,,,,,0.0,
02110,0.12397954606620615,0.035076702251726925,0.004575222032833946,0.042343231362698484,0.049340629765856285,0.012469722795370952,0.028438144792320805,0.19969498519781106,,0.022337848748542208,0.009060733829729972,0.07096079662689513,0.053108459675248944,0.04557279985646362,0.018121467659459944,0.0,0.02772046290481744
02122,0.11762349799732977,0.022296395193591455,0.005006675567423231,0.013417890520694259,0.05774365821094793,0.012750333778371162,0.01842456608811749,0.2720293724966622,0.00020026702269692923,0.016555407209612818,0.006942590120160214,0.050801068090787715,0.04719626168224299,0.030774365821094794,0.017022696929238985,0.012149532710280374,0.02303070761014686
02130,0.11973159991612498,0.04109876284336339,0.020968756552736424,0.01488781715244286,0.05074439085762214,0.005871251834766198,0.04466345145732858,0.14908785908995598,,0.02033969385615433,0.0,,0.03334032291885091,0.02432375760117425,0.02432375760117425,,0.029985321870413084
02150,0.07597864768683274,0.03398576512455516,0.0071174377224199285,0.010320284697508897,0.02615658362989324,0.006583629893238434,0.01298932384341637,0.12686832740213524,,0.010142348754448399,,,0.039679715302491106,0.010498220640569395,0.012455516014234875,,0.012811387900355872
02158,,,,0.027982326951399118,,0.0,,0.0,,,,,0.026509572901325478,,0.008836524300441826,,
02164,0.0776255707762557,,0.0,,0.0639269406392694,,,,,,,,0.0,,0.0228310502283105,0.0639269406392694,
02170,0.1343746656681288,0.03808708676580721,0.00160479298170536,0.016582860810955388,0.11714988766449128,0.015406012624371456,0.026746549695089335,0.24312613672836203,,0.025783673906066118,0.0040119824542634,0.0005349309939017867,0.048090296351770624,0.036375307585321495,0.012624371456082166,0.0,0.012731357654862522
02180,0.0668804397617957,0.019697663765460376,,0.018781493357764543,0.017407237746220796,,0.017865322950068714,0.0,,0.0233623453962437,,0.0,0.03435639028859368,0.005038937242327073,0.00641319285387082,,0.01603298213467705
02185,0.15942997105321755,0.11155644622578491,,0.0,0.0,,,0.0,,0.01068804275217101,0.0,0.0777109775105767,0.008461367178802049,0.009129369850812736,0.020708082832331328,,0.07682030728122913
02188,0.06510934393638171,0.07654075546719682,,,0.029324055666003976,,,0.0,,0.019383697813121274,,0.0,0.025347912524850896,,0.0014910536779324055,,
02195,0.08170310701956271,0.01726121979286536,0.028768699654775604,0.005753739930955121,0.0379746835443038,0.0,0.026467203682393557,0.17951668584579977,,0.05063291139240506,,,0.047180667433831994,0.01611047180667434,0.005753739930955121,,0.03682393555811277
02198,0.06544754571703561,,0.08084696823869104,0.0028873917228103944,0.08662175168431184,,0.02598652550529355,0.16554379210779596,,,,,0.03753609239653513,,0.028873917228103944,0.04619826756496631,
02220,0.13101604278074866,0.012032085561497326,0.007352941176470588,0.012032085561497326,0.05213903743315508,0.019050802139037433,0.020053475935828877,0.26437165775401067,,0.01570855614973262,0.022393048128342245,,0.06550802139037433,0.021056149732620322,0.014371657754010695,,0.013368983957219251
02230,0.17522658610271905,0.08459214501510574,,0.030211480362537766,0.16314199395770393,,,0.015105740181268883,,,,,0.05740181268882175,,,,
02240,0.11888111888111888,0.011655011655011656,0.00777000777000777,0.0,0.07381507381507381,0.009324009324009324,0.011655011655011656,0.07925407925407925,,0.017094017094017096,,0.0,0.011655011655011656,0.03651903651903652,0.006993006993006993,0.03496503496503497,0.05128205128205128
02261,0.11552090715804395,0.012048192771084338,0.009213323883770375,0.026931254429482635,0.02728561304039688,0.006024096385542169,0.0,0.18355776045357902,0.0010630758327427356,0.03437278525868179,,,0.0517363571934798,0.0368532955350815,0.005669737774627924,0.0,0.03579021970233877
02275,0.06676783004552352,,0.02276176024279211,0.004552352048558422,0.02276176024279211,,0.0,0.4203338391502276,,0.01669195751138088,,,0.0409711684370258,0.019726858877086494,0.009104704097116844,,
02282,0.07633587786259542,,,,,,,0.16793893129770993,,,,,,,,,
02290,0.03571428571428571,,,,0.03273809523809524,,,0.09523809523809523,,0.03273809523809524,,0.06845238095238096,0.0625,0.0,,0.050595238095238096,0.08928571428571429
04001,0.14082024991989747,0.017942966997757128,0.001762255687279718,0.00016020506247997436,0.01730214674783723,0.044697212431912846,0.011855174623518103,0.3795257930150593,,0.013457225248317847,,0.019224607497596923,0.028836911246395387,0.018904197372636974,0.005767382249279077,0.0,0.008010253123998718
04003,0.14444578750151094,0.062290986744026756,0.0020548773117369757,0.009468552318788025,0.04403884121036303,0.02683428018856521,0.019017688061565736,0.1926749667593376,,0.013054514686329023,0.004835005439381119,0.002095169023731818,0.04452234175430114,0.13699182078246505,0.01635843506990612,0.02622990450864257,0.01623755993392159
04005,0.281903076401702,0.028692999962345145,0.00047068569492035995,0.03942463380652935,0.0449787250065896,0.013160372029973265,0.015720902210340025,0.1739089505591746,7.53097111872576e-05,0.017791919267989606,0.010166811010279775,0.0005459954061076176,0.034811913996309826,0.030330986180668,0.016361034755431714,0.00423617125428324,0.01734006100086606
04007,0.18285086112128984,0.015481861487724442,,0.05670575302308538,0.06696592158299744,0.01200073286918285,0.015023818248442653,0.18504946866984243,,0.011451080982044705,,0.1398864052766581,0.03105533162330524,0.022444118724807623,0.013008427995602785,0.007695126419934042,0.01282521069989007
04009,0.13181756665313304,0.013262958451752606,0.0,0.005548788740018947,0.04601434564893761,0.008390851265394505,0.013804303694681283,0.2722966571931249,,0.012992285830288266,,,0.037217485451346594,0.06712681012315604,0.009202869129787522,0.0,0.03545811341182839
04011,0.02774922918807811,0.02826310380267215,,,0.008992805755395683,,0.0020554984583761563,0.0,,0.0,,,0.004881808838643371,0.0051387461459403904,0.0025693730729701952,0.008992805755395683,0.0025693730729701952
04012,0.4039955604883463,0.013041065482796892,,0.006104328523862375,0.020810210876803552,,0.016370699223085462,0.11126526082130965,,0.007214206437291898,,0.003329633740288568,0.02358490566037736,0.005826859045504994,0.017480577136514984,0.009711431742508323,0.026637069922308545
04013,0.1155717587287035,0.07718074337229736,0.0002608344793337917,0.020719330162732065,0.06578818569027428,0.027794689242875696,0.08317874264649706,0.14408926388570556,0.00010087191534876613,0.024595437963175187,0.032280206662082665,0.00047391893956757585,0.037310074299029716,0.0687564462525785,0.022368496447398578,0.004385839254335702,0.043821983153793265
04015,0.16079169246891822,0.04063259181631972,,0.011051302815224122,0.07107130948411375,0.013980850759777069,0.02596103463059115,0.20861715810031917,0.00011908731481922545,0.01633877959319773,0.005787643500214357,0.002119754203782213,0.04315724289048731,0.024269994760158148,0.017910732148811507,0.008717191444767304,0.02460343924165198
04017,0.21324468085106382,0.02452127659574468,0.00425531914893617,0.010638297872340425,0.0598404255319149,0.022659574468085107,0.017606382978723405,0.23441489361702128,0.00015957446808510637,0.02127659574468085,0.0,0.026648936170212766,0.042074468085106384,0.020319148936170213,0.011010638297872341,0.02425531914893617,0.018351063829787233
04019,0.1408009934415386,0.08584033796980986,0.0006926633843158545,0.021157434274981124,0.05985922084729581,0.01912000549138539,0.038945154788425654,0.1930471572720295,6.864231736463423e-05,0.025366456371567103,0.011734716164017698,0.007613057016804888,0.04494199724182688,0.05326955838029092,0.01993435298375673,0.005921959925367081,0.02271124673168966
04021,0.14328958675103506,0.11803765330833528,0.002519334426997891,0.026638543863760644,0.05130458557925162,0.018357940785876103,0.02132645887040075,0.1880517147097883,0.00017576751816264356,0.009257089289899227,0.0036325287086946332,0.01644402781032732,0.038825091789703926,0.026384657448636824,0.029118818842277946,0.004745722990391376,0.025056636200296852
04023,0.1178343949044586,0.03327187395239692,0.014247401944351324,0.004106604089842441,0.02329869259135099,0.008464632919879317,0.01701307408649011,0.14255782769024472,0.0,0.006369426751592357,,,0.026148172980221252,0.01600737512571237,0.010559839088166276,0.0062018102581294,0.1942675159235669
04025,0.16098807495741055,0.038101166295374134,0.0009992137334556414,0.019525619184903684,0.07762744070239812,0.0381175468483816,0.019214388677761762,0.22826300615908793,8.190276503734766e-05,0.01539771982702136,0.005569388022539641,0.015839994758223036,0.04237649063032368,0.03292491154501376,0.01718320010483554,0.005192635303367841,0.02380094351985323
04027,0.15767064354459573,0.0961325231738147,0.01232979997338892,0.012507207167250633,0.05723599591963454,0.012019337384130926,0.027409411451634363,0.17767330465250367,,0.01334989133809376,0.006697121568279594,0.0009535636670066971,0.03483833769459352,0.027365059653168936,0.01767419168847297,0.004435179846542777,0.049740541978977246
